claim_id,anchor,unit_type,ordinal,doc_line,sha1,cls,cases,merge_group,canonical,merged_into,exclusion_reason,rule,note,text
C-s4-2-bullet-001,s4-2,bullet,1,332,9fd53b9e2ccb9d7dbecf6d5048257fede3539e7a,C,F1-17,,,,,OVERRIDE:C-s4-2-bullet-001,,Evaluates content in both tool requests (agent → tool) and tool responses (tool → agent). Request authorization uses the `permit` / `forbid` effects; tool-output filtering uses the `suppressOutput` effect — a distinct effect that evaluates an action's output after it completes and suppresses the output when a guardrail is violated.
C-s4-2-bullet-002,s4-2,bullet,2,333,cc8c73aad28bd65222b2cdaf5344ceeb420d82e1,C,F1-17,,,,,TYPE:s4-2/bullet,,Same guardrail safeguards as Hop #1 but applied to tool communication
C-s4-2-bullet-003,s4-2,bullet,3,334,5e394094b9c3a6b4c66913834e63bb4325a6449c,C,F1-17,,,,,TYPE:s4-2/bullet,,Prevents sensitive data leakage through tool interactions
C-s4-2-bullet-004,s4-2,bullet,4,338,813b63596ee5e1de31f8f4107fcfd5f0b9143aa9,C,F1-17,,,,,TYPE:s4-2/bullet,,Added for EACH tool invocation in the agent's execution loop
C-s4-2-bullet-005,s4-2,bullet,5,339,895ba01195673682ba998f60ceca28673e9c2b3d,S,F6-8,,,,,OVERRIDE:C-s4-2-bullet-005,,"For multi-step agents making N tool calls, this adds N × guardrail_evaluation_time"
C-s4-2-bullet-006,s4-2,bullet,6,340,61a7b65a09dbf31875531a754160d0ffe9d95e62,C,F1-17,,,,,TYPE:s4-2/bullet,,Most significant latency impact in complex agent workflows
C-s4-2-numitem-001,s4-2,numitem,1,344,90d3b41276dc130351597775fcde3effcac2b5e1,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s4-2/numitem,,"**Selectively apply guardrails per tool** — not all tools handle sensitive content; skip guardrails for trusted internal tools. **Do NOT skip them for tools returning external/untrusted content** (web search, browsing, third-party APIs): tool responses are the primary carrier of indirect prompt injection, and e.g. the Web Search Tool performs no malicious-content classification of results — AWS guidance is to apply guardrails before search results influence agent reasoning (Accelerator v2.9, Web Search section)."
C-s4-2-numitem-002,s4-2,numitem,2,345,db3bf52f244ce71bc57615ee4fb39774515519df,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s4-2/numitem,,**Monitor per-tool-call latency** — use the `GuardrailLatency` metric with the ToolName dimension plus distributed tracing spans to identify which tool interactions are slowest
C-s4-2-numitem-003,s4-2,numitem,3,346,e8028ebdca836f41f624225e3184303da751ce70,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s4-2/numitem,,**Set guardrail thresholds appropriately per tool type** — a database query tool may need stricter PII filtering than a calculator tool
C-s4-2-numitem-004,s4-2,numitem,4,347,45e4c80be5c310986b88aca3fefaa5048d508561,C,F1-28,M-pii-not-in-tool-use,yes,,,OVERRIDE:C-s4-2-numitem-004,,PII caveat: the Bedrock Guardrails sensitive-information filter does not detect PII inside `tool_use` output parameters — do not treat Hop #5 as a complete PII barrier for structured tool arguments; validate structured parameters with Cedar or interceptors instead
C-s4-3-prose-001,s4-3,prose,1,353,43f88ea6b40098338b6310cb04bc5cd1e1b06413,O,F7-4,,,,,TYPE:s4-3/prose,,**Service:** Amazon Bedrock AgentCore Observability
C-s4-3-bullet-001,s4-3,bullet,1,357,76a72223d98be1a4140e9b600e2f482f608aa40a,O,F7-2 F7-4,,,,,TYPE:s4-3/bullet,,Provides OpenTelemetry-compatible distributed tracing across ALL agent components
C-s4-3-bullet-002,s4-3,bullet,2,358,c7d58d77379f0c4edb78cffa008273b3a8423b3a,O,F7-2 F7-4,,,,,TYPE:s4-3/bullet,,"Automatically captures: LLM inference calls, tool invocations, memory operations"
C-s4-3-bullet-003,s4-3,bullet,3,359,b341ba56f1cc7c93bc82668d4ff9c638639b0fb9,O,F7-2 F7-4,,,,,TYPE:s4-3/bullet,,"Publishes metrics, spans, and traces to Amazon CloudWatch"
C-s4-3-bullet-004,s4-3,bullet,4,363,5a095dff69430ae671904580374559cb63e6285e,O,F7-2 F7-4,,,,,TYPE:s4-3/bullet,,"Session count, latency, duration"
C-s4-3-bullet-005,s4-3,bullet,5,364,24e2a7e6761c75f753a875a2aa289eaed90e66c2,O,F7-2 F7-4,,,,,TYPE:s4-3/bullet,,Token usage and error rates
C-s4-3-bullet-006,s4-3,bullet,6,365,b8f6be04c70c5ce379062dc8eee4b350bc84d452,O,F7-2 F7-4,,,,,TYPE:s4-3/bullet,,First-byte latency (time to first response token)
C-s4-3-bullet-007,s4-3,bullet,7,366,ce8fda4dd3a41b5f3812dded66f74d6dd1855b75,O,F7-2 F7-4,,,,,TYPE:s4-3/bullet,,Total duration (end-to-end processing time)
C-s4-3-numitem-001,s4-3,numitem,1,370,17ce402187058e4984d99cd1ff2dbd8e67a6d031,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s4-3/numitem,,"Turn on tracing across EVERY agent component, not only the outer boundary — the trace must span the request end-to-end"
C-s4-3-numitem-002,s4-3,numitem,2,371,f5a2c91e61756c1bd1e52a97fd81ca4d14ae90bd,O,F7-5,M-transaction-search-prereq,yes,,,OVERRIDE:C-s4-3-numitem-002,,Enable CloudWatch Transaction Search FIRST — it is a prerequisite for enabling tracing on the gateway
C-s4-3-numitem-003,s4-3,numitem,3,372,04d6f14d54687c4df75015225ffbc7a6f1de4b07,N,,,,,"Best-practice recommendation: a prescription addressed to the reader, not a proposition about AWS behaviour, so no experiment can falsify it. The underlying capability it presumes IS tested (see the same section's C/S claims); whether following the recommendation is advisable remains a value judgement. Recommendations that do make a measurable prediction are operationalized individually in OVERRIDES.",TYPE:s4-3/numitem,,Use AWS Distro for Open Telemetry (ADOT) SDK for custom runtime metrics (`aws-opentelemetry-distro` >= 0.10.0; note the ADOT Collector is not supported for agent observability)
C-s4-3-numitem-004,s4-3,numitem,4,373,1e9fa6b850169e237d2fe0d04a72fb22d3fd977e,O,F7-4,,,,,OVERRIDE:C-s4-3-numitem-004,,"Instrument policy and guardrail operations with spans for hop-by-hop latency analysis; policy spans are written to the `aws/spans` log group, and gateway vended logs (which can include request/response bodies) correlate to spans via `trace_id`/`span_id`"
C-s4-4-prose-001,s4-4,prose,1,379,f629063edfcdab294b490ac5f7290aeadabd57f5,E,F5-1 F5-2,,,,,TYPE:s4-4/prose,,"**Goal:** enforce a ""hook"" on EVERY tool use by the agent — analogous to PreToolUse/PostToolUse hooks in agent frameworks — such that the agent runtime **cannot skip, bypass, or disable the hook itself**, even if the model is prompt-injected or the agent code is compromised."
C-s4-4-prose-002,s4-4,prose,2,381,9c5ad6cd327724de4c6aefa2de5026d9011acec6,E,F5-1 F5-2,,,,,TYPE:s4-4/prose,,"**Threat model:** the thing you are defending against is the agent itself — a model that has been manipulated (or is simply wrong) into attempting a harmful tool call, and agent code that could attempt to (a) call tools directly without going through the checkpoint, (b) exfiltrate over the network, or (c) use its own AWS credentials to weaken or remove the enforcement layer."
C-s4-4-prose-003,s4-4,prose,3,383,bc26cc55e120e9be64d07bee7e30d2fbf7aebda6,E,F5-1 F5-8 F5-9,,,,,OVERRIDE:C-s4-4-prose-003,,"**The core principle: enforcement must live OUTSIDE the agent's execution environment.** Anything running inside the agent's process — framework callbacks, in-code validation, system-prompt instructions — is advisory only: the same code/model being contained can skip it."
C-s4-4-prose-004,s4-4,prose,4,383,e6caed007b70091e5753ce83714d11a5d30e91fa,E,F5-1,,,,,OVERRIDE:C-s4-4-prose-004,,"AgentCore's architecture provides an out-of-process enforcement point at the Gateway data plane, which the Accelerator describes explicitly: ""Policies intercept all agent traffic at the gateway boundary and **cannot be bypassed by agents or malicious actors**"" (Accelerator v2.9, Policy section)."
C-s4-4-prose-005,s4-4,prose,5,383,4a3ebe38ae0e81f2cc51fd39b17af14ab58f183a,S,F5-5 F2-1,M-cedar-immune-to-injection,no,C-s4-1-bullet-003,,OVERRIDE:C-s4-4-prose-005,,"Cedar policy ""operates outside the model's reasoning"" and is therefore immune to prompt injection."
C-s4-4-thead-001,s4-4,thead,1,387,7c995e0315a37d27b526db7135d35a27fb426178,D,,,,,"Table header row — column labels, not a proposition. The claims live in the body rows.",TYPE:*/thead,cells=3,Framework hook concept || AgentCore primitive || Enforcement location
C-s4-4-trow-001,s4-4,trow,1,389,a85aae2be068d48f74fea6025764b9d53c3663ab,E,F5-1,,,,,TYPE:s4-4/trow,cells=3,"PreToolUse hook (allow/deny before execution) || Cedar Policy `permit` / `forbid` (Hop #4) — deterministic, default-deny, parameter-level conditions || Gateway data plane (outside agent microVM)"
C-s4-4-trow-002,s4-4,trow,2,390,caf6228ff9f82c538e75426184275520c4bdb65c,E,F5-1,,,,,TYPE:s4-4/trow,cells=3,PreToolUse content check || Guardrails-in-policy `when guardrails {...}` on tool requests (Hop #5) || Gateway data plane
C-s4-4-trow-003,s4-4,trow,3,391,5450f92a162a5c16db81380cea281f5c989938f9,E,F5-1,,,,,TYPE:s4-4/trow,cells=3,"PreToolUse custom logic (regex, external authz, per-user rate limits) || Gateway **REQUEST Lambda interceptor** || Gateway boundary, customer Lambda"
C-s4-4-trow-004,s4-4,trow,4,392,e2f9d36b02820fe5ec3d64e91a5f6cd3a5f65d28,E,F5-1,,,,,TYPE:s4-4/trow,cells=3,PostToolUse output filter || `suppressOutput` effect — evaluates the action's output after completion and suppresses it on guardrail violation || Gateway data plane
C-s4-4-trow-005,s4-4,trow,5,393,e04e582b89792a41546364d2cff73268b35222c8,E,F5-1,,,,,TYPE:s4-4/trow,cells=3,"PostToolUse transformation/sanitization || Gateway **RESPONSE Lambda interceptor** || Gateway boundary, customer Lambda"
C-s4-4-trow-006,s4-4,trow,6,394,5a377d538e04525965d2c024ad907af731f6cf9e,E,F5-1,,,,,TYPE:s4-4/trow,cells=3,Hook audit trail || CloudTrail (policy CRUD + evaluation decisions) + Policy metrics/spans || Independent of agent
C-s4-4-thead-002,s4-4,thead,2,400,c025cee608e312ae5e040d99ea86710267681051,D,,,,,"Table header row — column labels, not a proposition. The claims live in the body rows.",TYPE:*/thead,cells=3,# || Bypass route || Closure
C-s4-4-trow-007,s4-4,trow,7,402,3458228de39d793dbde52cd9e89803d27fc12671,E,F5-1,M-gateway-only-path,yes,,,OVERRIDE:C-s4-4-trow-007,cells=3,"1 || **Agent calls the tool API directly, skipping the Gateway** || Give the agent runtime NO direct tool credentials: tools are reachable only as Gateway targets, and outbound credentials live in AgentCore Identity's Token Vault (vended per-call by the Gateway, never stored in the runtime). The runtime execution role must not carry IAM permissions for the tool's underlying APIs."
C-s4-4-trow-008,s4-4,trow,8,403,8fe6e6c7767a307af4ac7a6ad178e2d734e808d7,E,F5-7b,,,,,OVERRIDE:C-s4-4-trow-008,cells=3,2 || **Agent code makes arbitrary network calls (exfiltration / shadow tools)** || Network containment: run the Runtime in VPC mode with egress restricted to the Gateway endpoint (+ required AWS endpoints); Code Interpreter in Sandbox or VPC mode (Sandbox still allows DNS as a limited exfiltration channel — the Accelerator recommends Route 53 Resolver DNS Firewall or VPC mode for sensitive data). **Implementation details in Section 4.5.**
C-s4-4-trow-009,s4-4,trow,9,404,deb5bf2f58b2d608afa42facbec26b387b6d277d,E,F5-2 F5-8,M-update-gateway-risk,no,C-s3-1-numitem-005,,OVERRIDE:C-s4-4-trow-009,cells=3,"3 || **Agent uses its execution-role credentials to disable the policy engine** || This is the critical one: any code in the session can read the execution role's credentials via the microVM metadata service (Accelerator: ""any code executing within a tool session can access these credentials""). Therefore the execution role must NOT include `bedrock-agentcore:UpdateGateway`, policy/policy-engine mutation actions, or interceptor management — because `UpdateGateway` can switch the engine to LOG_ONLY or detach it entirely, and **AWS documents no condition key protecting the mode field**. Least privilege here IS the anti-jailbreak control."
C-s4-4-trow-010,s4-4,trow,10,405,0f5a47dd3ea7a16e2af6403d17fd8297f2ec3439,E,F5-3a F5-3b F5-9,M-update-gateway-risk,no,C-s3-1-numitem-005,,OVERRIDE:C-s4-4-trow-010,cells=3,"4 || **Any principal in the account weakens enforcement (confused deputy, leaked creds)** || Account-level backstop: an SCP (or permission boundary) denying `UpdateGateway` / policy-engine mutations except from a designated break-glass admin role. This holds even if route #3's role hygiene regresses."
C-s4-4-trow-011,s4-4,trow,11,406,f24ef53a75fed8e120c9cd9cc7cefa26bbb06897,E,F5-4a F5-4b,,,,,OVERRIDE:C-s4-4-trow-011,cells=3,"5 || **Enforcement silently degrades (timeout, misconfig, LOG_ONLY left on)** || Fail-secure defaults do the first half: Cedar is default-deny and evaluation timeouts return automatic DENY. You own the second half: never run the engine in LOG_ONLY in production; alarm on CloudTrail `UpdateGateway`/policy-change events and on the `Mode`/`PolicyEnforcementMode` metric dimensions (Section 6.2 / 6.4)."
C-s4-4-mermaid-001,s4-4,mermaid,1,408,370d8fb6a10ae3708982932c05d82a722062e773,E,F5-1 F5-2,,,,,TYPE:s4-4/mermaid,,Agent Runtime (microVM) — UNTRUSTED for enforcement
C-s4-4-mermaid-002,s4-4,mermaid,2,408,fdb6dff7ed267001c0acb4062f7a85e74ec73da6,E,F5-1 F5-2,,,,,TYPE:s4-4/mermaid,,Agent code + model (in-process callbacks = advisory only)
C-s4-4-mermaid-003,s4-4,mermaid,3,408,422d911b2725432deba3054876f0d23cb1721dca,E,F5-1 F5-2,,,,,TYPE:s4-4/mermaid,,AgentCore Gateway data plane — enforcement boundary
C-s4-4-mermaid-004,s4-4,mermaid,4,408,8a6a8572ee8a4bdb524a5ad2f6b0b103247e5724,E,F5-1 F5-2,,,,,TYPE:s4-4/mermaid,,REQUEST Lambda interceptor (custom pre-hook)
C-s4-4-mermaid-005,s4-4,mermaid,5,408,b4cc270a36c703335931ba4e2e7feb77a0c24ce5,E,F5-1 F5-2,,,,,TYPE:s4-4/mermaid,,Cedar Policy engine (ENFORCE) default-deny · timeout → DENY permit / forbid + when guardrails
C-s4-4-mermaid-006,s4-4,mermaid,6,408,5078360662c66453967d85faa2e98c1102e8c497,E,F5-1 F5-2,,,,,TYPE:s4-4/mermaid,,RESPONSE interceptor + suppressOutput (post-hook output filtering)
C-s4-4-mermaid-007,s4-4,mermaid,7,408,b5abf33ace8de511b092a0cbd1644ac4852c59a7,E,F5-1 F5-2,,,,,TYPE:s4-4/mermaid,,"Tool / API target (credentials vended from Token Vault, never held by the runtime)"
C-s4-4-mermaid-008,s4-4,mermaid,8,408,caa87b352f20232313740fc2df883c74e0fd75d0,E,F5-1 F5-2,,,,,TYPE:s4-4/mermaid,,"CloudTrail + CloudWatch alarms (UpdateGateway, policy changes, DenyDecisions, Mode dimension)"
C-s4-4-mermaid-009,s4-4,mermaid,9,408,a8d41121dbc3b355f6642c5abe644065a708151f,E,F5-1,M-gateway-only-path,no,C-s4-4-trow-007,,INHERIT:C-s4-4-trow-007 (via M-gateway-only-path),,ONLY path to tools
C-s4-4-mermaid-010,s4-4,mermaid,10,408,2b95120ccbbd332ef01603e165785d73fc537d8a,E,F5-1 F5-2,,,,,TYPE:s4-4/mermaid,,ALLOW
C-s4-4-mermaid-011,s4-4,mermaid,11,408,46cb62049fa37818088f20acdbc68d8c0a30b95d,E,F5-1 F5-2,,,,,TYPE:s4-4/mermaid,,DENY (403)
C-s4-4-mermaid-012,s4-4,mermaid,12,408,cef9116b42a1bb9e8bacde3240885fafa68b3c45,E,F5-1 F5-2,,,,,TYPE:s4-4/mermaid,,filtered output
C-s4-4-mermaid-013,s4-4,mermaid,13,408,0c47887bd56081107503b59a601b4844146a4ae8,E,F5-1 F5-2,,,,,TYPE:s4-4/mermaid,,"❌ direct tool/API call (no credentials, VPC egress blocked)"
C-s4-4-mermaid-014,s4-4,mermaid,14,408,14722986f28a05ac47f05c38192b006375d610ee,E,F5-1 F5-2,,,,,TYPE:s4-4/mermaid,,❌ UpdateGateway / policy mutation (execution role denied + SCP backstop)
C-s4-4-mermaid-015,s4-4,mermaid,15,408,7876153ada8274a24c48647e87674701755f9d09,E,F5-1 F5-2,,,,,TYPE:s4-4/mermaid,,audit
C-s4-4-prose-010,s4-4,prose,10,434,696637ffe01fe74c3907b2274438ac0d67087c2f,E,F5-1 F5-2,,,,,TYPE:s4-4/prose,,**What this pattern does NOT cover (be honest about the boundary):**
C-s4-4-bullet-001,s4-4,bullet,1,436,91313d1c9ceb78ea744098d5e2fe20b2ef3b23a1,S,F2-1 F2-3,M-guardrails-nondeterministic,no,C-s3-1-bullet-013,,OVERRIDE:C-s4-4-bullet-001,,"Guardrail content checks inside the hook are still non-deterministic ML — only the Cedar `permit`/`forbid` layer is deterministic. Put anything that must never happen (tool allowlists, parameter bounds) in Cedar, not in a guardrail threshold."
C-s4-4-bullet-002,s4-4,bullet,2,437,225f2fc5f5ed4402c2d254b47d72f84db6091165,S,F3-1 F5-5,,,,,OVERRIDE:C-s4-4-bullet-002,,"Hooks fire on tool USE. Harm that requires no tool call (e.g., harmful text generation) is Hop #2/#6's job, not this pattern's."
C-s4-4-bullet-003,s4-4,bullet,3,438,ae05ecdf765a6a9beb56fb42e2a65df3fa9f19db,C,F1-16,,,,,OVERRIDE:C-s4-4-bullet-003,,Interceptor Lambdas are themselves security-sensitive: with `passRequestHeaders` enabled they receive bearer tokens; scope their IAM roles and code review them like any other trusted component.
C-s4-5-prose-001,s4-5,prose,1,444,c5ac7b1290086ab281a182e6091a6a2bb7a37286,E,F5-7b,,,,,TYPE:s4-5/prose,,"Section 4.4 closes bypass route #2 with one sentence — ""restrict egress."" This section makes that executable."
C-s4-5-prose-003,s4-5,prose,3,444,68ab0bdad1de0694458aa97cdbd089bac66acb85,E,F5-7b,,,,,TYPE:s4-5/prose,,"Connectivity design — private Gateway targets via VPC Lattice Resource Gateway, Direct Connect to on-premises, private IdPs, custom domains — belongs in a separate network-architecture document; see the Accelerator v2.9 Gateway and Identity sections for those."
C-s4-5-quote-001,s4-5,quote,1,446,f001147ab4c05e2656f1adc027239cc8460b9d69,D,,,,,"Source caveat about NDA provenance — a statement about this document's sourcing, tracked by the release gate rather than by experiment.",TYPE:s4-5/quote,,"Source caveat: most facts in this section come from the Accelerator v2.9 (NDA document); public AWS documentation covers AgentCore network modes only sparsely. Before external distribution, downgrade these citations to ""confirm with your AWS account team."""
C-s4-5-1-bullet-001,s4-5-1,bullet,1,452,8a76ca14fbeda187a9532ec7bc06151543076c85,E,F5-1 F5-7b,M-gateway-only-path,no,C-s4-4-trow-007,,OVERRIDE:C-s4-5-1-bullet-001,,The AgentCore Gateway endpoint (the ONLY path to tools — this is what makes the Hop #4/#5 checkpoints unavoidable)
C-s4-5-1-bullet-002,s4-5-1,bullet,2,453,b349e4bf9e8851b8da44e6cf6643bc97e98ad642,E,F5-7b,,,,,TYPE:s4-5-1/bullet,,"Required AWS service endpoints: Bedrock model endpoints (Hop #2/#3/#6), STS, CloudWatch Logs, X-Ray"
C-s4-5-1-bullet-003,s4-5-1,bullet,3,454,8ba424ccaac3fd3d26583c68f0ca3eae3b4bc11c,E,F5-7b,,,,,TYPE:s4-5-1/bullet,,"Session storage: VPC-mode Runtime needs outbound S3 — scope it with an S3 Gateway endpoint policy conditioned on `aws:PrincipalServiceName = bedrock-agentcore.amazonaws.com` (Accelerator, Runtime section)"
C-s4-5-1-prose-002,s4-5-1,prose,2,456,d41ad8e4ede8f3164a1adec5b719e0e750453d4d,E,F5-7b,,,,,TYPE:s4-5-1/prose,,"Everything else — 0.0.0.0/0, arbitrary DNS-resolvable hosts — should be unreachable."
C-s4-5-1-prose-003,s4-5-1,prose,3,456,04f4f68715a307da4e198b2ad367efef5a045a9a,E,F5-7b,,,,,OVERRIDE:C-s4-5-1-prose-003,,"An agent that cannot reach anything but the Gateway cannot exfiltrate or call shadow tools, regardless of what the model decides."
C-s4-5-2-prose-001,s4-5-2,prose,1,460,676406feab5934846f69dd33cae3b58f1fb4aff6,E,F5-7b,,,,,TYPE:s4-5-2/prose,,The Code Interpreter is where the agent executes **arbitrary generated code** — the highest-risk network position in the architecture.
C-s4-5-2-thead-001,s4-5-2,thead,1,462,8c78816eadb666f9d3ad9335a14ddb4b34553be2,D,,,,,"Table header row — column labels, not a proposition. The claims live in the body rows.",TYPE:*/thead,cells=3,Mode || Reachability || Containment verdict
C-s4-5-2-trow-001,s4-5-2,trow,1,464,4a03e08cefc4c757f5664680ecf07099c2f4911c,E,F5-7b,,,,,TYPE:s4-5-2/trow,cells=3,**Public** || Unrestricted internet || Dev/test only — a prompt-injected agent can exfiltrate freely
C-s4-5-2-trow-002,s4-5-2,trow,2,465,aa4dda73b35e01becfb8dc1e03af91f154102107,X,,,,,"DNS as an exfiltration channel from Code Interpreter Sandbox mode. Testing it means performing actual DNS-based data exfiltration from a sandbox; the technique is out of scope for this engagement and the finding would not change any recommendation (the document already says use VPC mode). NDA-sourced -> release gate. Remedy: a scoped, separately-authorized network test.",X_CLAIM:C-s4-5-2-trow-002,cells=3,"**Sandbox** || S3 + DNS only || Better, but **DNS is a real exfiltration channel** — the Accelerator's own words: ""DNS queries represent a limited data channel — organizations processing sensitive data should evaluate whether VPC Mode provides a stronger security boundary."" Mitigate with Route 53 Resolver DNS Firewall"
C-s4-5-2-trow-003,s4-5-2,trow,3,466,ac57e59190badb7693869913db36d35a52f79bdb,X,,,,,VPC-mode ENI creation via AWSServiceRoleForBedrockAgentCoreNetwork and the required-endpoint list. Partially covered by F5-7b (egress mutation); the service-linked-role mechanism itself is an implementation detail we can observe but not falsify usefully. Remedy: covered incidentally if F5-7b's runtime creation surfaces the SLR.,X_CLAIM:C-s4-5-2-trow-003,cells=3,"**VPC** || Only what your subnets/SGs allow || Strongest boundary. ENIs created via the `AWSServiceRoleForBedrockAgentCoreNetwork` service-linked role; required endpoints: ECR, S3, CloudWatch Logs; DNS Firewall still recommended against DNS exfiltration"
C-s4-5-3-prose-001,s4-5-3,prose,1,470,7876434b4ff54a4fed95f63de5a23d4a96d465c2,C,F5-7a,,,,,TYPE:s4-5-3/prose,,"If your environment mandates PrivateLink for all traffic, check coverage BEFORE designing the closed loop — the AFTER phase has gaps (Accelerator, Service Controls table):"
C-s4-5-3-thead-001,s4-5-3,thead,1,472,20715ed6c5f07674abe5e31f8efab08ca9a390c7,D,,,,,"Table header row — column labels, not a proposition. The claims live in the body rows.",TYPE:*/thead,cells=3,Service || Data plane || Control plane
C-s4-5-3-trow-001,s4-5-3,trow,1,474,881d2e2dd5a1ffd27caef7f24699d2a349008cba,C,F5-7a,,,,,OVERRIDE:C-s4-5-3-trow-001,cells=3,"Runtime, Memory, Built-in Tools, Identity, Gateway, Policy || ✅ || ✅"
C-s4-5-3-trow-002,s4-5-3,trow,2,475,0d279043b6a52aa48e50169749eff32e735f8ef8,C,F5-7a,M-optimization-no-privatelink,no,C-s4-5-3-trow-003,,OVERRIDE:C-s4-5-3-trow-002,cells=3,Evaluations || ❌ || ✅ (control plane only)
C-s4-5-3-trow-003,s4-5-3,trow,3,476,bbc70deddb68ed080099eecb0276bf39392b44ac,C,F5-7a,M-optimization-no-privatelink,yes,,,OVERRIDE:C-s4-5-3-trow-003,cells=3,**Optimization** || ❌ || ❌ (**no PrivateLink today**)
C-s4-5-3-prose-002,s4-5-3,prose,2,478,eb89954ca6a29ee0f482cebb085e615aa7ce1bda,X,,,,,"VPC endpoint policies restrict by IAM principal only, so OAuth-authenticated callers require Principal '*'. Testing requires a working OAuth-authenticated gateway caller behind a PrivateLink endpoint — infrastructure well beyond this platform's scope, and the claim is about VPC endpoint policy semantics (an EC2/PrivateLink property) rather than an AgentCore guardrails property. Remedy: a dedicated PrivateLink + OIDC testbed.",X_CLAIM:C-s4-5-3-prose-002,,"Two policy caveats: (a) VPC endpoint policies restrict by IAM principal only — **OAuth-authenticated callers require Principal `*`** in the endpoint policy (constrain them via the resource/action instead); (b) the Gateway has a **third, separate** PrivateLink endpoint distinct from the data/control planes."
C-s4-5-4-numitem-001,s4-5-4,numitem,1,482,44e711257b2f038c03ba477353612e3619f09a52,C,F5-7a,,,,,TYPE:s4-5-4/numitem,,"**VPC Lattice Resource Gateway ≠ PrivateLink endpoint.** The Resource Gateway is an ENI in your subnets for private **egress** to VPC targets; the PrivateLink VPC endpoint is for **ingress** to AgentCore. The Accelerator warns explicitly: ""Customers should not conflate these two constructs."" Mixing them up produces security groups that block the wrong direction."
C-s4-5-4-numitem-002,s4-5-4,numitem,2,483,f0676d17e412bff98a07d0d8a29d6980ac1c1409,E,F5-7b,M-ecr-public-egress,yes,,,OVERRIDE:C-s4-5-4-numitem-002,,"**Harness VPC mode must allow `public.ecr.aws`.** Session images are pulled from ECR Public, which has **no VPC endpoint** — VPC-mode deployments need an outbound route to it (typically NAT gateway + internet gateway), or sessions fail to start with image-pull timeouts. This is a mandatory hole in an otherwise-closed egress policy; scope it to the ECR Public IP ranges/domain rather than opening 0.0.0.0/0."
C-s4-5-5-prose-001,s4-5-5,prose,1,487,065ee8457ccb54ecd14a8e82ed9400b31fe9bfe7,E,F5-7b,,,,,TYPE:s4-5-5/prose,,Network mode is itself a configuration an agent-deploying principal could weaken.
C-s4-5-5-prose-002,s4-5-5,prose,2,487,d70728375ab3e48d51e43b8500d25331ec917510,X,,,,,"IAM condition keys aws:SourceVpc/SourceVpce and bedrock-agentcore:subnets/securityGroups for mandating VPC deployment. Authoring is testable but ENFORCEMENT requires a constrained principal in a member account, which is AccessDenied from this management account (same structural limit as F5-3c). Remedy: a member-account test role, which decision 5b explicitly excluded.",X_CLAIM:C-s4-5-5-prose-002,,"Mandate VPC-connected deployments at the IAM layer with condition keys (Accelerator, Runtime section): `aws:SourceVpc` / `aws:SourceVpce` / `aws:SourceIp` on invocation, and `bedrock-agentcore:subnets` / `bedrock-agentcore:securityGroups` on deployment — so a runtime simply cannot be created outside the contained network."
C-s4-5-5-prose-003,s4-5-5,prose,3,487,3053998948489ac2174f70e3d56e02f017e8877a,E,F5-7b,,,,,TYPE:s4-5-5/prose,,This is the same control family as bypass route #4's SCP backstop: it survives even if an individual role's hygiene regresses.
C-s4-5-5-mermaid-001,s4-5-5,mermaid,1,489,360c7c43c90c6bbef5d76b171e558934993ceeee,E,F5-7b,,,,,TYPE:s4-5-5/mermaid,,Customer VPC — contained network
C-s4-5-5-mermaid-002,s4-5-5,mermaid,2,489,0c8e706b2098f99bc13f7fd4c961c478f510bb13,E,F5-7b,,,,,TYPE:s4-5-5/mermaid,,Agent Runtime (VPC mode)
C-s4-5-5-mermaid-003,s4-5-5,mermaid,3,489,d03af19cb5c915fb9b1ed86f60940ee3b63fdc93,E,F5-7b,,,,,TYPE:s4-5-5/mermaid,,Code Interpreter (VPC mode; DNS Firewall)
C-s4-5-5-mermaid-004,s4-5-5,mermaid,4,489,35c93d10eb7979421ba761dc0358e74ba372d5e8,E,F5-7b,,,,,TYPE:s4-5-5/mermaid,,S3 Gateway endpoint (policy: PrincipalServiceName = bedrock-agentcore)
